code,region_code,en,ar
2275,8,Sadyan,صديان
2276,8,Al Wusayta,الوسيطاء
2277,8,Al Bir,البير
2278,8,Al Buwaytin,البويطن
2279,8,Badai' Al 'Ishsh,بدائع العش
2280,8,Sahayy,صحي
2281,8,Al Wubayriyah,الوبيرية
2282,8,Qusayriyat,قصيريات
2283,8,Su'aydan,سعيدان
2284,8,Jufayfa,جفيفاء
2285,8,Al Ghamya,الغمياء
2286,8,Al Farhaniyah,الفرحانية
2287,8,Al Mulayh,المليح
2288,8,Hafirat Ash Shaqayq,حفيرة الشقيق
2289,8,Jurumah,جرمة
2290,8,As Sufun,السفن
2291,8,Munifah Al Qa'id,منيفة القاعد
2292,8,Al Qa'id,القاعد
2293,8,At Tuwal,الطوال
2294,8,Ash Sha'afah,الشعفة
2295,8,Al Jilf,الجلف
2296,8,Al Hurayr,الهرير
2297,8,Tuwayyah,طوية
2298,8,Al Bada',البدع
2299,8,Al Jadidah,الجديدة
2300,8,Ar Ruway',الرويع
2301,8,Al 'Iddi,العضدي
2302,8,Al Marma,المرمى
2303,8,Al Mindassah Ash Sharqiyah,المندسة الشرقية
2304,8,At Tim,التيم
2305,8,Al Qulaybayn,القليبين
2306,8,Raynibah,رينبة
2307,8,Al Makdham,المكظم
2308,8,Al Humayra,الحميراء
2309,8,Al Ghar,الغار
2310,8,Al Mu'ayqilat,المعيقلات
2311,8,Al Muwaykir,المويكر
2312,8,Al Makdham,المكظم
2313,8,Ad Darah,الدارة
2314,8,Ash Shubaykah,الشبيكة
2315,8,Al Mab'uthah,المبعوثة
2316,8,Al Jafr,الجفر
2317,8,Al Mu'taridah,المعترضة
2318,8,Al Liqitah,اللقيطه
2319,8,Minshar,منشار
2320,8,Sahlat Badanah,سهلة بدنة
2321,8,Badai' Murayfiq,بدائع مريفق
2322,8,As Sulayyil,السليل
2323,8,As Sulay'a,الصليعاء
2324,8,As Subayhiyah,الصبيحية
2325,8,Al Athlah,الأثلة
2326,8,Huwayyan,حويان
2327,8,Al Mubaydi',المبيدع
2328,8,Al Mabda',المبدع
2329,7,Kilwah,كلوة
2331,8,Al 'Amair,العمائر
2332,8,Ash Shamli,الشملي
2333,8,Al Musalsal,المسلسل
2334,8,Sibutar,سبطر
2336,8,Ghurmul Al Uwayd,غرمول العويد
2337,8,Al Hamiriyah,الحامرية
2338,8,Al Khubbah,الخبة
2339,8,Al Hati,الحطي
2340,8,As Sunayna',الصنينا
2341,8,Dulayhan,دليهان
2342,8,Ash Shaqiq,الشقيق
2343,8,Aba Al Hiran,ابا الحيران
2344,8,Qalib Al Atram,قليب الاطرم
2345,8,Bayda' Nathil,بيضاء نثيل
2346,8,Qina',قناء
2347,8,Al Mushaytiyah,المشيطية
2348,8,At Turbiyah,التربية
2349,8,Al Khuttah,الخطة
2350,8,Jubbah,جبة
2351,8,Mawqaq,موقق
2352,8,Uqlat Bin Jabrin,عقلة بن جبرين
2353,8,Umm Al Qulban,ام القلبان
2354,8,Mazari' As Sihhal,مزارع السحل
2355,8,Mazari Ar Righliyah,مزارع الرغلية
2356,8,At Tulayhah,الطليحة
2357,8,Mazari' As Safya,مزارع الصفيا
2358,8,Al Badai',البدائع
2359,8,Al Hamjah,الهمجة
2360,8,Al Mihayniyah,المهينية
2361,8,Al Jabiriyah,الجابرية
2362,8,Al Wu'ayli,الوعيلي
2363,8,Mazari' Ar Rikhaysiyah,مزارع الرخيصية
2364,8,Mazari' Bayt,مزارع بيط
2365,8,Al Jithyathah,الجثياثة
2366,8,Al Qas'a,القصعاء
2367,8,Al Luwaybidah,اللويبدة
2368,8,Al Jithamiyyah,الجثامية
2369,8,As Suwayfilah,السويفلة
2370,8,Baq'a,بقعاء
2371,8,Al Ajfar,الاجفر
2372,8,Turbah,تربه
2373,8,Dubay'ah,ضبيعة
2374,8,Ash Shihiyah,الشيحية
2375,8,Ash Shu'aybah,الشعيبة
2376,8,Baq'a' Ash Sharqiyah,بقعاء الشرقية
2377,8,Ath Thinayyan,الثنيان
2378,8,Al Jadidah,الجديدة
2379,8,Ash Sha'laniyah,الشعلانية
2380,8,Talha',طلحاء
2381,7,Al 'Amud,العمود
2382,7,Al Humayrah,الحميرة
2383,7,Al Ghal,الغال
2384,7,Al Sajdah,السجدة
2385,7,Al Hasha,الحشا
2386,7,'Aynunah,عينونة
2387,7,Bir 'Audah,بئر عودة
2388,7,Al Jiddah,الجدة
2389,4,Mutribah,مطربة
2390,4,At Turfiyah Al Gharbiyah,الطرفية الغربية
2391,4,Al Badi'ah,البديعة
2392,4,'Urayfjan Sahuq,عريفجان ساحوق
2393,4,As Sulaybi,الصليبي
2394,4,Az Zihayriyah,الزهيرية
2395,4,Rawdat Qiradan,روضة قرادان
2396,4,Abanat,أبانات
2397,4,Al Hinayniyah,الحنينية
2398,4,Khadra,خضراء
2399,4,Dulay' Rashid,ضليع رشيد
2400,4,Al Khutaym,الخطيم
2401,4,'Ata,عطا
2402,4,'Utayy,عطي
2403,4,Al Hamjah,الهمجة
2404,4,Ruf'ai' Al Luhayb,رفائع اللهيب
2405,4,Al Jardhawiyah,الجرذاوية
2406,4,Ar Ruknah,الركنة
2407,4,Al Batra',البتراء
2408,4,Al 'Uqlah,العقلة
2409,4,Al Hawtah,الحوطة
2410,4,Al 'Ubayl,العبيل
2411,4,Al Wusayta,الوسيطاء
2412,4,Nafjah,نفجة
2413,4,Al Ghaydaniyah,الغيدانية
2414,4,Al 'Abla,العبلة
2415,4,Mazari' Al Jirawah,مزارع الجراوة
2416,4,As Sumayra,السميراء
2417,4,Al Rudaymah,الرضيمة
2418,4,Al Qaw'i,القوعي
2419,4,Mazari' Al 'Aql,مزارع العقل
2420,4,Dukhnah,دخنة
2421,4,Ar Rass,الرس
2422,4,Ash Shananah,الشنانة
2423,4,Ash Shawraqiyah,الشورقية
2424,4,Al Qa',القاع
2425,4,Ar Rawdah,الروضة
2426,4,At Tal'ah,الطلعة
2427,4,Mudhayfirah,مظيفيرة
2428,4,Al Washha,الوشحاء
2429,4,Al Hishah,الهيشة
2430,4,Al Hazm,الحزم
2431,4,Al 'Adan,العدان
2432,4,'Ayn Al 'Uqayli,عين العقيلي
2433,4,Rawdat Al Lawwaf,روضة اللواف
2434,4,Al 'Ikrashiyah,العكرشية
2435,4,Zihlulah,زهلولة
2436,4,Ar Ruhaymiyah,الرحيمية
2437,4,Al Wista,الوسطى
2438,4,Al Mafid,المفيض
2439,4,Al Mahruqah,المحروقة
2440,4,Mazari' Khurayman,مزارع خريمان
2441,4,Ar Ribqiyah,الربقية
2442,4,Umm Tulayhah,ام طليحة
2443,4,Fardah,فردة
2444,4,An Nasiriyah,الناصرية
2445,4,Al Kharma Al Janubiyah,الخرماء الجنوبية
2446,4,An Na'ayim,النعايم
2447,4,Khurayman,خريمان
2448,4,Al Midhnab,المذنب
2449,4,'Alba,علباء
2450,4,Rawdat Al Hisu,روضة الحسو
2451,4,Al Murabba',المربع
2452,4,Al Muhallawiyah,المحلاوية
2453,4,Mazari' Al Hazm,مزارع الحزم
2454,4,Dhulyim,ظليم
2455,4,Al Batin,الباطن
2456,4,Al Murghalah,المرغلة
2457,4,Raghabiyah,رغابية
2458,4,At Tu'miyah,الطعمية
2459,4,Al 'Adayin,العداين
2460,4,Al Buwaytin,البويطن
2461,4,Ar Riqa,الرقة
2462,4,Al 'Abla,العبلة
2463,4,Ar Rawghany,الروغاني
2464,5,Al Khafji,الخفجي
2465,4,Al Awshaziyah,العوشزية
2466,4,Wadi Abu 'Ali,وادى أبو على
2467,4,Riyad Al Khabra,رياض الخبراء
2468,4,Shi'b Al Hamar,شعب الحمر
2469,4,Subayh,صبيح
2470,4,Nubayha,نبيها
2471,4,Ash Shibibiyah,الشبيبة
2472,4,Al Bada'i Umm Tal'ah,البدائع أم تلعة
2473,4,Al Badai Al 'Ulya,البدائع العليا
2474,4,Al 'Ubaylah,العبيلة
2475,4,Mazra'at At 'Abla,مزرعة عبلا
2476,4,'Abal 'Abla,عبل عبلا
2477,4,Ar Rawdah,الروضة
2478,4,Al 'Abdaliyah,العبدلية
2479,4,Al Hajnawi,الحجناوي
2480,4,Ad Dahlah,الدحلة
2481,4,Al Badai',البدائع
2482,4,Duhayma,دهيماء
2483,4,Al Abraq,الابرق
2484,4,Al 'Ubayd,العبيد
2485,4,An Nufayyid,النفيد
2486,4,Al Khabra',الخبراء
2487,8,Al Mahawa,المحوى
2488,4,Faydat Dhiban,فيضة ذيبان
2489,4,Mushrif,مشرف
2490,4,Al 'Abir,العابر
2491,4,Mazari Al Haqba,مزارع الحقباء
2492,4,Al Hajbah,الحجبة
2493,4,Adh Dhabah,الظبة
2494,4,Ad Daathah,الدعثة
2495,4,Ad Dabbah,الضبة
2496,4,Al Haniyah,الحنية
2497,4,Abu Khashabah,ابو خشبة
2498,4,Umm Al Kharasi,أم الخراسع
2499,4,Ath Thamiriyah,الثامرية
2500,4,Ad Dath,الداث
2501,4,Mahdumah,مهدومة
2502,4,Mazari' Umm Arta,مزارع أم أرطى
2503,4,Al Jarrariyah,الجرارية
2504,4,Kharbasha,خربشاء
2505,4,Adh Dhahiriyah,الظاهرية
2506,4,Adh Dhahiriyah Al Janubiyah,الظاهرية الجنوبية
2507,4,An Na'imah,الناعمة
2508,4,Al Watah,الوطاة
2509,4,Al Ghadya And Salmat,الغضياء والسلمات
2510,4,Mazari' Thuwaydij,مزارع ثويدج
2511,4,Al Jarir,الجرير
2512,4,Al Qaysumah,القيصومة
2513,6,Al Kanahbilah,الكنهبلة
2514,6,As Sahwah,السهوة
2515,6,Yanif,يانف
2516,6,Halaba,حلباء
2517,6,Al 'Idwah,العدوة
2518,6,At Talhah,الطلحة
2519,6,An Namas,النماص
2520,11,Hamrah Nithil (Abu Shadad),حمراء نثيل / ابو شداد
2521,11,Khajim,خجيم
2522,11,Yadamah,يدمة
2523,11,Aba Ar Rakham,ابا الرخم
2524,11,Markaz Al Wujid,مركز الوجيد
2525,11,Dhalma,ظلماء
2526,6,Tubash'ah,تباشعة
2527,6,Umm Khisah,أم خيسة
2528,6,Salahlah,صلحلح
2529,6,Al Khidari,آل خضاري
2530,8,An Nuqrah,النقرة
2531,8,Kamp Ad Dulu',كمب الضلوع
2532,8,Al Hufayr,الحفير
2533,8,Al Wuday,الودي
2534,8,Qasr Al Ishruwat,قصر العشروات
2535,8,Sara',سراء
2536,8,Faydat Ibn Suwaylim,فيضة بن سويلم
2537,8,An Nisiyah,النيصية
2538,8,Murayfiq,مريفق
2539,8,Qufar,قفار
2540,8,Tuwarin,توارين
2541,8,'Iqdah,عقدة
2542,8,Al Mahaffar,المحفر
2543,8,Al Mukhtalif,المختلف
2544,8,As Sahwah,الصهوة
2545,8,Al Luwaymi,اللويمي
2546,8,Al Mustajiddah,المستجدة
2547,8,Al 'Ajajah,العجاجة
2548,8,Ar Raqab,الرقب
2549,8,An Nimarah,النمارة
2550,8,Al 'Aythamah,العيثمة
2551,8,Libdah,لبدة
2552,8,Darghat,ضرغط
2553,8,Duraighat,ضريغط
2554,8,Al Humaimah,الحميمة
2555,8,Badai' Awl,بدائع اول
2556,8,Ath Thumamiyah,الثمامية
2557,8,Al Hulayfah Al 'Ulya,الحليفة العليا
2558,8,Marhab Ash Shamali,مرحب الشمالي
2559,8,Al 'Aradiyah,العرادية
2560,8,Faydat Athqab,فيضة اثقب
2561,8,Rawd Ibn Hadi,روض ابن هادي
2562,8,Al Was'ah,الوسعة
2563,8,Ash Shiwaymis,الشويمس
2564,8,Al Barqah,البرقة
2565,8,Ad Dabiyah,الدابية
2566,8,Al Huwayyit,الحويط
2567,8,Al 'Uqlah,العقلة
2568,8,Ama'ir Al Murayr,عمائر المرير
2569,8,Bid' Ibn Khalaf,بدع ابن خلف
2570,8,Al Murayr,المرير
2571,8,Umm Rawshan,ام روشن
2572,8,Sufayt,صفيط
2573,8,An Nuhaytiyah,النحيتية
2574,8,Mubaraz,مبرز
2575,8,Al Ma'arrash,المعرش
2576,8,Al Awshaziyah,العوشزية
2577,8,Wusayta' Al Hafan,وسيطاء الحفن
2578,8,Al Ba'ayith,البعايث
2579,8,Az Zughaibiyah,الزغيبية
2580,8,Al Far'ah,الفرعة
2581,8,Badai' As Sighwa,بدائع الصغوي
2582,8,As Sighawa,الصغوى
2583,4,Faydat Yaklib,فيضة يكلب
2584,4,Mazari' Al Qarain,مزارع القرائن
2585,4,An Nuwaybat,النويبات
2586,4,Mazra'at Mushrifah,مزرعة مشرفة
2587,4,Al Makhram,المخرم
2588,4,At Tiraq,الطراق
2589,4,As Sulubiyah,الصلبية
2590,5,Ras Tannurah,راس تنورة
2591,5,Rahimah,رحيمة
2592,8,Badai' As Sufran,بدائع الصفران
2593,8,Humr Al Qa'asa,حمر القعساء
2594,8,Hurayd,حريد
2595,8,Ad Dimasah,الديماسة
2596,8,Al Qa'asa,القعساء
2597,8,Wutidah,وتدة
2598,8,Uqaylat Al Laban,عقيلة اللبن
2599,8,Al Ballaziyah,البلازية
2600,8,Khanqat Ar Rimahi,خنقة الرماحي
2601,8,Ghisil,غسل
2602,8,Simira',سميراء
2603,8,Ar Rufayi',الرفايع
2604,8,Qusayr Matruk,قصير متروك
2605,8,Kutaifah,كتيفة
2606,8,Wusayt,وسيط
2607,4,Nafjah,نفجة
2608,4,Ar Rawdah,الروضة
2609,4,Al Ma'ada,المعدا
2610,4,Mazari Ash Shihiyah,مزارع الشيحية
2611,4,Ash Shihiyah,الشيحية
2612,4,Umm Qiddah,أم قدة
2613,4,Qalib Khunayfisah,قليب خنيفسة
2614,4,Mazra'at Al Ghibyah,مزرعة الغبية
2615,4,Umm Al 'Arad,أم العراد
2616,4,Ath Thabitiyah,الثابتية
2617,4,Buqay'a Ash Shamaliyah,بقيعاء الشمالية
2618,4,Mazari' Ar Rufai',مزارع الرفائع
2619,4,'Usaylah,عسيلة
2620,4,An Nijibah,النجبة
2621,4,Qalib Ar Rujaymiyah,قليب الرجيمية
2622,4,'Iqdah,عقدة
2623,4,Umm Khutut,أم خطوط
2624,4,Mazari' Al Wusayta,مزارع الوسيطاء
2625,8,Al Makhul,المكحول
2626,4,Kahlah,كحلة
2627,4,Al Artawi Ash Shamali,الأرطاوي الشمالي
2628,4,Al Faydah,الفيضة
2629,4,Al Hilaliyah,الهلالية
2630,4,Al Bukayriyah,البكيرية
2631,4,Al Fuwayliq,الفويلق
2632,4,Mishash Jurud,مشاش جرود
2633,4,Ad Dalfa'ah,الضلفعة
2634,4,At Tuwal,الطوال
2635,4,Al 'Ulayya,العليا
2636,4,Ar Rafi'ah,الرفيعة
2637,4,Ash Shabbakiyah,الشباكية
2638,8,Al Jabiriyah,الجابرية
2639,5,Al Marah,المراح
2640,5,Judah,جودة
2641,5,Salwa,سلوى
2642,5,Al Uqayr,العقير
2643,5,Yabrin / Jabrin,يبرين
2644,5,Al Bataliyah,البطالية
2645,5,Ash Shaqiq,الشقيق
2646,5,Al Qurayn,القرين
2647,5,Al Wizyah,الوزية
2648,5,Al Qarn,القرن
2649,5,Al Khars,الخرس
2650,5,Al Ghuwaybah,الغويبة
2651,5,Muraytibah,مريطبة
2652,5,Sudah,سوده
2653,5,Al Umran,العمران
2654,6,Al Mijadib,آل مجادب
2655,6,As Sabt,السبت
2656,6,Al As Sa'di,آل الصعدي
2657,6,Sadwan,سدوان
2658,6,Ash Sha'af,الشعف
2659,6,Larbu'ah,لربوعة
2660,6,Qiraysh,قريش
2661,6,Al Dahman,آل دحمان
2662,6,Al Jafr,الجفر
2663,6,An Namas,النماص
2664,6,Shuhitah,شوحطة
2665,6,Ar Rahwah,الرهوة
2666,6,Qaha,قاها
2667,6,Al 'Azzah,آل عزة
2668,6,Bihan,بيحان
2669,6,Quraniyah,قرآنية
2670,6,Al 'Utuf,العطوف
2671,4,Talhah,طلحة
2672,8,Al Qusayr,القصير
2673,8,Al Mahash,المهاش
2674,8,Al Qa'iyah,القاعية
2675,8,Badai' Qunay,بدائع قني
2676,8,Mughaydah,مغيضة
2677,8,Butayhan,بطيحان
2678,8,Al Qahsiyah,القحصية
2679,8,Ad Duwadimi,الدوادمي
2680,8,Al Bananah,البنانة
2681,8,Ar Rukayyah,الركية
2682,8,Marmuthat Al 'Alam,مرموثة العلم
2683,8,Nakhlah,نخلة
2684,8,An Numayyirah,النميرة
2685,8,Qusayba,قصيباء
2686,8,Malha,ملحاء
2687,8,At Tarfawi,الطرفاوي
2688,8,Ash Shiqqah,الشقة
2689,8,Shuayla Al Masae,شعيلا المصع
2690,8,Badai' Al Fuqayy,بدائع الفقي
2691,8,Umm Hashim,أم هشيم
2692,8,Khufayj Umm Hashim,خفيج أم هشيم
2693,8,Al Baha,الباحة
2694,8,Al 'Amair,العمائر
2695,8,As Sur,الصور
2696,8,Qaryat 'Ishayrah,قرية عشيرة
2697,8,Uqlat Al Makhruq,عقلة المخروق
2698,8,Al Dughaibjah,الدغيبجة
2699,8,Masadah,مصدة
2700,8,Ablah,أبلة
2701,8,Al Qusailah,القصيلة
2702,8,As Sulaymi,السليمي
2703,8,Al Hamad,الحماد
2704,8,Al Wuhaybiyat,الوهيبيات
2705,8,Uraynibah,أرينبة
2706,8,Firtaj,فرتاج
2707,8,Ash Shibriyah As Safra,الشبرية الصفراء
2708,8,Ash Shibriyah Al Hamra,الشبرية الحمراء
2709,8,Al Wusayti,الوسيطي
2710,8,As Sikhinah,الصخنة
2711,8,Afay'iyah,أفيعية
2712,8,Al Hamjah,الهمجة
2713,8,Al Ma'adhib,المعاذب
2714,8,Al Hudayyah,الهدية
2715,8,Al Ghazalah,الغزالة
2716,8,Al Gharisah,الغريسة
2717,8,Al Mijayssah,المجيصة
2718,8,Al Birkah,البركة
2719,8,Tuluh,طلوح
2720,8,Al Hulayfah As Suflah,الحليفة السفلى
2721,8,Al Hait,الحائط
2722,8,Ar Rawdah,الروضة
2723,8,Qa' Hajla,قاع حجلا
2724,8,Al Khufj,الخفج
2725,8,Al Fuqay,الفقي
2726,8,An Nabuwan,النبوان
2727,8,Al 'Uqlah,العقلة
2728,8,Al Awshari,العوشري
2729,8,Marghan,مرغان
2730,8,Al Huwaidi,الهويدي
2731,8,Al Qusaysah,القصيصة
2732,8,Al Masjid,المسجد
2733,8,Saqf,سقف
2734,8,Bid' Bin Huwayyit,بدع ابن حويط
2735,8,Badai' As Suda'iyah,بدائع الصداعية
2736,8,Ri' Al Bakr,ريع البكر
2737,5,Al Kilabiyah,الكلابية
2738,5,Al Munaizlah,المنيزلة
2739,5,Al Qarah,القارة
2740,5,Al Mansurah,المنصورة
2741,5,Al Mazawi,المزاوي
2742,5,Al Hawtah,الحوطة
2743,5,Al Markaz,المركز
2744,5,Al Fudul,الفضول
2745,5,Ar Rumaylah,الرميلة
2746,5,Al Jishshah,الجشة
2747,5,Ash Shu'abah,الشعبة
2748,5,Al Mubarraz,المبرز
2749,5,Al Julijlah,الجليجلة
2750,5,Al Mutairifi,المطيرفي
2752,5,Bani Mu'n,بني معن
2754,5,Al Khinn,الخن
2755,5,Umm Athlah,ام اثلة
2756,5,Khurays,خريص
2757,5,Uray'irah,عريعرة
2758,5,Matali' / Umm Tali',متالع / ام تالع
2759,5,Al Tuwaythir,التويثير
2760,5,Ad Dalwah,الدالوة
2761,5,Ash Shahadin,الشهادين
2762,5,Al Halilah,الحليلة
2763,5,At Taraf,الطرف
2764,5,Al Jafr,الجفر
2765,5,Al Hunayy,الحني
2766,5,Al Qusaybi,القصيبي
2767,5,Al Habl,الحبل
2768,5,Al Harmaliyah,الحرملية
2769,5,Nibak,نباك
2770,4,Al Barjasiyah,البرجسية
2771,4,Mazra'at Az Zarqa,مزرعة الزرقاء
2772,4,Mazrai' Umm Dhuhayrah,مزارع أم ظهيرة
2773,4,An Nabta Rayyah,النبتى رية
2774,4,Ar Ruwaydah,الرويضة
2775,4,Ar Rukayyah,الركية
2776,4,Umm Tulayhah,ام طليحة
2777,4,Ash Shimasiyah,الشماسية
2778,4,Ar Rabi'iyah,الربيعية
2779,4,Al 'Uwayqiliyah,العويقلية
2780,4,An Nubqiyah,النبقية
2781,4,Umm Hazm,أم حزم
2782,7,Al Khashah,الخشة
2783,4,Al Qurayn,القرين
2784,4,Al Hubayriyah,الهبيرية
2785,4,Al Bada',البدع
2786,4,Saq,ساق
2787,4,Ash Shuqran,الشقران
2788,4,Al Bakrah,البكرة
2789,4,Dawbah,دوبح
2790,4,Al Faydah,الفيضة
2791,4,Tuwal Jubayrah,طوال جبيرة
2792,4,Jubayrah,جبيرة
2793,4,Ar Ruhaymiyah,الرحيمية
2794,2,Al Jimdah,الجمدة
2795,2,Umm Al Furugh,ام الفروغ
2796,2,Al Fajjanah,الفجانة
2797,2,Al Hajrah,الحجرة
2798,2,Al Jurayf,الجريف
2799,2,Al Hujayrah,الحجيرة
2800,2,Ranyah,رنية
2801,2,Al 'Amair,العمائر
2802,2,Al Qawz,القوز
2803,2,Al Abraq,الابرق
2804,2,Kuwaykib,كويكب
2805,2,Ad Duram,الضرم
2806,2,Al 'Uwaylah,العويلة
2807,2,Al Amlah,الاملح
2808,2,Turabat Al Khiyalah,تربة الخيالة
2809,12,Bani Farwah,بني فروة
2810,12,Khid'ah,خدعة
2811,12,Al Hudayri,الحضيري
2812,12,An Na'arah,النعرة
2813,12,Ath Thudah,الثودة
2814,6,Ji'abah,جعبة
2815,12,Bani Sar,بني سار
2816,12,Ar Rabwah,الربوة
2817,12,Al Hashraj,الحشرج
2818,6,Maraziq,مرازيق
2819,12,Al Aqiq,العقيق
2820,12,Al Mutariyah,المطرية
2821,12,Ma'shuqah,معشوقة
2822,12,Wurakh,وراخ
2823,12,Jarab,جرب
2824,12,Kara Al Hait,كرا الحائط
2825,12,An Nasba,النصباء
2826,12,Balhakam,بالحكم
2827,12,Al Suqa'ah,آل صقاعة
2828,12,Al Maghthah,المغثة
2829,12,Hadhwah,حظوة
2830,12,Al 'Aqib,العقب
2831,12,'Amdan,عمضان
2832,12,Al Habibah,آل حبيبة
2833,12,Marawah,مراوة
2834,12,As Safh,الصفح
2835,12,Al Mandaq,المندق
2836,12,Bal Khazmar,بالخزمر
2837,12,Al Qarn,القرن
2838,12,Al Na'mah,ال نعمة
2839,12,Daws,دوس
2840,12,At Taraf,الطرف
2841,12,Al Khalif,الخليف
2842,12,Abu Ghubar,أبو غبار
2843,4,Marghan,مرغان
2844,4,Al Ifayhid,الإفيهد
2845,4,Al Hamadah,الحمادة
2846,4,Ashqar An Numaniyat,أشقر النومانيات
2847,4,An Numaniyah,النومانية
2848,4,Al 'Amudah Al Janubiyah,العمودة الجنوبية
2849,4,Al 'Amudah Ash Shamaliyah,العمودة الشمالية
2850,4,Al Jarir,الجرير
2851,4,Al Ishay'il,الأشيعل
2852,4,Al Qihabiyah,القهيبية
2853,4,Ash Shi'faniyah,الشعيفانية
2854,4,Al Mishash,المشاش
2855,4,Diraymihah,دريميحة
2856,4,Al Masak,المصك
2857,4,Quraytah,قريطة
2858,4,Mazari' Al Wusayta,مزارع الوسيطاء
2859,4,Qasr Al Battah,قصر البطاح
2860,4,As Seeh,السيح
2861,4,Al Himliyah,الحملية
2862,4,As Suwaytiyah,الصويتية
2863,4,Al Asamir,الأسامر
2864,4,Al Asas,الأساس
2865,4,Abu Nakhlah,أبو نخلة
2866,4,Ash Shubaykiyah,الشبيكية
2867,4,Al Wusayta,الوسيطاء
2868,4,Jadid,جديد
2869,4,At Tarfawi,الطرفاوي
2870,4,Al Khishaybi,الخشيبي
2871,4,Al Hajjaziyah,الحجازية
2872,11,Zur Al 'Aqarib,زور العقارب
2873,11,Al Ghafiyah,الغافية
2874,11,Sufah,صفاه
2875,11,Al 'Adabat,العضبات
2876,11,Qatan,قطان
2877,11,Thar,ثار
2878,11,Hima,حمى
2879,6,Ash Shurafat,الشرفات
2880,6,Ar Ra'y,الرعي
2881,6,At Tirq,الطرق
2882,6,Al Jirmah,الجرمة
2883,6,Al Hashafah,الحشافة
2884,6,Hamadah,حمضة
2885,6,Al Mat'an,المطعن
2886,6,Al Manjahah,المنجحة
2887,6,Al Fayd,الفيض
2888,6,Ghalib,غالب
2889,6,Sa'idah,سعيدة
2890,6,Al Ajra' Ash Shamali,الأجرع الشمالي
2891,6,Dhahban,ذهبان
2892,6,Dabsa,دبساء
2893,6,Al Birk,البرك
2894,6,Al Qahmah,القحمة
2895,6,'Amaq,عمق
2896,6,Al Hadhirah,الحظيرة
2897,6,Al Hamid,آل حامد
2898,6,Al Yusuf,آل يوسف
2899,6,Al Badlah,البدلة
2900,6,Lawlah,لولاة
2901,6,Najd Qarad,نجد قرض
2902,6,Jumman,جمان
2903,6,Kathm,كثم
2904,6,As Salamah,السلامة
2905,6,Al Mathnah,المثناة
2906,6,Al Hadabah,الهضبة
2907,6,Li'san,لعصان
2908,6,Al Mahalah,المحالة
2909,6,Ash Sharaf,الشرف
2910,6,Sirr Al As Siri',سر آل السريع
2911,6,Al 'Abab,العبب
2912,6,Ad Darah,الدارة
2913,6,Al Jarjar,الجرجر
2914,6,'Adwan,عدوان
2915,6,Al 'Ayn,العين
2916,6,Al Ja'ja',الجعجاع
2917,6,Al Mawsatah,الموسطة
2918,6,Al Jum'ah,آل جمعة
2919,6,Al 'Azizah,العزيزة
2920,6,Al Hurayr Al Gharbi,الهرير الغربي
2921,6,Itarah,إيتارة
2922,6,Abu Nakhlah,أبو نخلة
2923,6,Al Qurh,القرح
2924,6,Al 'Araf,العرف
2925,6,Abu Jarshah,أبو جرشة
2926,6,Al Khashm,الخشم
2927,6,Rugh Al 'Anid,روغ العاند
2928,6,Al Balfalah,آل بالفلاح
2929,6,Hajla,حجلا
2930,6,Al 'Utfah,العطفة
2931,6,Tanah,تانة
2932,6,Al Ash Shaykh,آل الشيخ
2933,6,Hubayyib,حبيب
2934,6,Rughfah,رغفة
2935,6,'Adadah,عضاضة
2936,6,Al Sirhan,آل سرحان
2937,6,Al Qa'arah,القعرة
2938,6,Al Yazid,آل يزيد
2939,6,Al Majma',المجمع
2940,6,As Sayhani,الصيحاني
2941,6,Al Bihaymah,البهيمة
2942,6,Al Qar'a,القرعاء
2943,6,Al Jarr As Saghir,الجر الصغير
2944,6,Ash Sha'af,الشعف
2945,6,Tamniyah,تمنية
2946,6,Al Qarn,القرن
2947,6,Al 'Ali,آل علي
2948,6,'Ayn Adh Dhibah,عين الذيبة
2949,6,Al Barik,البارك
2950,6,Qaradah,قرضة
2951,6,Al Zaydi,آل زيدي
2952,6,Husn Al Jarin,حصن الجرين
2953,6,Al 'Asim,آل عاصم
2954,6,Al Janfur,الجنفور
2955,6,'Arayis,عرايس
2956,6,'Umam,عمام
2957,6,Rahwah Al Ghina,رهوة الغيناء
2958,6,Shuhat,شوحط
2959,6,Manadir Al 'Ayn,منادرالعين
2960,6,Bani Rizam,بني رزام
2961,6,Al Malahah,الملاحة
2962,6,At Talhah,الطلحة
2963,6,Sharmah,شرمة
2964,6,Al Hanaq,الحنق
2965,6,Al Qurayn,القرين
2966,6,Al Mujammal,آل مجمل
2967,7,Bajdah,بجدة
2968,6,Tabab,طبب
2969,6,Al Shutat,الشطاط
2970,6,Al 'Abidiyah,العبيدية
2971,6,As Sabt,السبت
2972,6,Himalah,حمالة
2973,6,Al Aqiq,العقيق
2974,6,Al Wasat,الوسط
2975,6,Al Bassam,آل بسام
2976,6,Al Dukayn,آل دكين
2977,6,Al Mahadi,آل مهدي
2978,6,Al Misyad,المصياد
2979,6,Al Juz'ah,الجزعة
2980,6,Al Mashdud,آل مشدود
2981,6,Al Jihmah,الجهمة
2982,6,Al 'Usran,العسران
2983,6,Al Bihabib,آل بحبيب
2984,6,Al Qawsha',آل قوشع
2985,6,Al Qarn,القرن
2986,4,Ad Dilaymiyah,الدليمية
